classname,qty nonzero cols,most confused classnames,most confused scores,skewness of normalized confusion scores,accuracy,Precision,Recall,Frequency,Balanced Accuracy,index,Class Count
lifeboat,3,"['oil filter', 'motorboat', 'drilling rig']","[0.04, 0.04, 0.02]",-0.7071067811865477,0.9,0.849,0.9,0.001,0.874,625,141
lighter,24,"['oil filter', 'candle', 'tobacco shop', 'wallet', 'fly']","[0.42, 0.06, 0.06, 0.04, 0.02]",1.463286094281822,0.02,0.009,0.02,0.002,0.014,626,1480
limousine,11,"['minivan', 'seat belt', 'oil filter', 'car mirror', 'convertible']","[0.1, 0.08, 0.04, 0.02, 0.02]",0.3804646084815738,0.62,0.775,0.62,0.001,0.698,627,354
ocean liner,2,"['oil filter', 'container ship']","[0.1399999999999999, 0.0199999999999999]",0.0,0.84,0.75,0.84,0.001,0.795,628,780
lipstick,18,"['oil filter', 'high speed train', 'pill bottle', 'ballpoint pen', 'tool kit']","[0.1399999999999999, 0.04, 0.04, 0.02, 0.02]",1.3532751773025922,0.48,0.22,0.48,0.002,0.35,629,1126
slip on shoe,14,"['sock', 'buckle', 'cowboy boot', 'sandal', 'oil filter']","[0.2199999999999999, 0.0799999999999999, 0.0799999999999999, 0.0799999999999999, 0.0399999999999999]",1.250650872212812,0.3199999999999999,0.696,0.32,0.0,0.508,630,164
lotion,17,"['oil filter', 'soap dispenser', 'sunscreen', 'bottle cap', 'coffee mug']","[0.22, 0.08, 0.08, 0.06, 0.04]",1.2939423257140452,0.24,0.5,0.24,0.0,0.37,631,59
music speaker,18,"['home theater', 'oil filter', 'brass memorial plaque', 'coffeemaker', 'spiral or coil']","[0.24, 0.22, 0.02, 0.02, 0.02]",0.4197524906342534,0.22,0.314,0.22,0.001,0.267,632,1038
loupe magnifying glass,24,"['oil filter', 'reflex camera', 'mobile phone', 'lens cap', 'computer mouse']","[0.2199999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.4565472846013443,0.2199999999999999,0.275,0.22,0.001,0.248,633,182
sawmill,15,"['oil filter', 'balance beam', 'tractor', 'barn', 'steam locomotive']","[0.42, 0.12, 0.06, 0.04, 0.04]",1.3576767530222704,0.12,0.667,0.12,0.0,0.394,634,79
magnetic compass,16,"['analog clock', 'oil filter', 'wall clock', 'barometer', 'brass memorial plaque']","[0.18, 0.16, 0.1399999999999999, 0.1, 0.06]",-0.4034071139708357,0.12,0.545,0.12,0.0,0.332,635,70
messenger bag,11,"['oil filter', 'abaya', 'backpack', 'buckle', 'bell or wind chime']","[0.0999999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.5000000000000016,0.6999999999999998,0.213,0.7,0.003,0.456,636,691
mailbox,14,"['birdhouse', 'oil filter', 'hen', 'dobermann', 'trash can']","[0.08, 0.08, 0.02, 0.02, 0.02]",0.4082482904638628,0.6,0.698,0.6,0.001,0.649,637,315
tights,11,"['one piece bathing suit', 'oil filter', 'bra', 'bikini', 'sandal']","[0.54, 0.12, 0.1, 0.08, 0.04]",1.4215102536996655,0.0,0.0,0.0,0.0,0.0,638,341
one piece bathing suit,10,"['oil filter', 'bra', 'rose hip', 'bikini', 'swimming cap']","[0.16, 0.12, 0.12, 0.06, 0.04]",-0.1141088661469099,0.38,0.339,0.38,0.001,0.36,639,267
manhole cover,3,"['starfish', 'porcupine', 'washing machine']","[0.02, 0.02, 0.02]",0.0,0.94,0.573,0.94,0.002,0.756,640,468
maraca,24,"['oil filter', 'balloon', 'carved pumpkin', 'screwdriver', 'soccer ball']","[0.3799999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.4999999999999996,0.0399999999999999,0.5,0.04,0.0,0.27,641,22
marimba,8,"['oil filter', 'drumstick', 'balloon', 'carousel', 'filing cabinet']","[0.32, 0.04, 0.02, 0.02, 0.02]",1.4842971984491495,0.52,0.867,0.52,0.001,0.694,642,294
mask,16,"['oil filter', 'lipstick', 'totem pole', 'bolo tie', 'poke bonnet']","[0.2599999999999999, 0.0799999999999999, 0.0599999999999999, 0.0199999999999999, 0.0199999999999999]",1.2552455231367243,0.3399999999999999,0.447,0.34,0.001,0.394,643,485
matchstick,16,"['oil filter', 'torch', 'jellyfish', 'longhorn beetle', 'candle']","[0.34, 0.06, 0.04, 0.02, 0.02]",1.4466277348870251,0.2999999999999999,0.789,0.3,0.0,0.544,644,150
maypole,4,"['oil filter', 'pole', 'kite bird of prey', 'lighter']","[0.0999999999999999, 0.0999999999999999, 0.0399999999999999, 0.0199999999999999]",-0.1153171833905427,0.7399999999999999,0.949,0.74,0.001,0.844,645,156
maze,11,"['oil filter', 'manhole cover', 'dishcloth', 'greenhouse', 'sawmill']","[0.18, 0.04, 0.02, 0.02, 0.02]",1.4451375710458836,0.5999999999999999,0.811,0.6,0.001,0.706,646,315
measuring cup,15,"['oil filter', 'beaker', 'coffee mug', 'mixing bowl', 'notebook computer']","[0.26, 0.1, 0.02, 0.02, 0.02]",1.1500493356615291,0.3800000000000001,0.655,0.38,0.001,0.518,647,113
medicine cabinet,22,"['oil filter', 'wardrobe', 'bathtub', 'lotion', 'refrigerator']","[0.26, 0.1, 0.08, 0.08, 0.06]",1.388908743857883,0.0,0.0,0.0,0.0,0.0,648,22
megalith,7,"['oil filter', 'stone wall', 'terrapin', 'balance beam', 'dam']","[0.26, 0.04, 0.02, 0.02, 0.02]",1.475482612925301,0.5999999999999999,0.857,0.6,0.001,0.728,649,464
microphone,16,"['oil filter', 'thimble', 'basketball', 'drumstick', 'dumbbell']","[0.66, 0.04, 0.02, 0.02, 0.02]",1.4965534299311751,0.02,0.5,0.02,0.0,0.26,650,21035
microwave oven,16,"['oil filter', 'digital clock', 'dining table', 'stove', 'sink']","[0.2799999999999999, 0.08, 0.04, 0.04, 0.04]",1.4035141563500906,0.3,0.357,0.3,0.001,0.328,651,519
military uniform,11,"['oil filter', 'red admiral butterfly', 'poke bonnet', 'crash helmet', 'grocery store']","[0.2799999999999999, 0.1, 0.04, 0.04, 0.04]",1.2909944487358056,0.3400000000000001,0.415,0.34,0.001,0.378,652,898
milk can,28,"['oil filter', 'whiskey jug', 'barrel', 'bell or wind chime', 'peafowl']","[0.32, 0.1, 0.06, 0.04, 0.02]",1.2915512275194363,0.0,0.0,0.0,0.0,0.0,653,0
minibus,7,"['minivan', 'recreational vehicle', 'ambulance', 'miniskirt', 'oil filter']","[0.06, 0.06, 0.04, 0.02, 0.02]",-4.848699518061081e-16,0.7600000000000001,0.5,0.76,0.002,0.63,654,378
miniskirt,17,"['oil filter', 'sandal', 'jeans', 'sock', 'bra']","[0.24, 0.12, 0.04, 0.04, 0.02]",0.9610162054788172,0.2999999999999999,0.306,0.3,0.001,0.303,655,1924
minivan,14,"['station wagon', 'car wheel', 'minibus', 'oil filter', 'seat belt']","[0.08, 0.04, 0.04, 0.04, 0.04]",1.5000000000000009,0.58,0.372,0.58,0.002,0.476,656,554
missile,17,"['missile.1', 'oil filter', 'electric ray', 'space shuttle', 'airliner']","[0.34, 0.2, 0.08, 0.06, 0.04]",0.7997019147450569,0.0,0.0,0.0,0.0,0.0,657,0
missile,17,"['missile.1', 'oil filter', 'electric ray', 'space shuttle', 'airliner']","[0.34, 0.2, 0.08, 0.06, 0.04]",0.7997019147450569,0.42,0.333,0.42,0.001,0.376,657,0
missile,17,"['missile.1', 'oil filter', 'electric ray', 'space shuttle', 'airliner']","[0.34, 0.2, 0.08, 0.06, 0.04]",0.7997019147450569,0.0,0.0,0.0,0.0,0.0,744,729
missile,17,"['missile.1', 'oil filter', 'electric ray', 'space shuttle', 'airliner']","[0.34, 0.2, 0.08, 0.06, 0.04]",0.7997019147450569,0.42,0.333,0.42,0.001,0.376,744,729
mitten,11,"['wool', 'oil filter', 'sock', 'dishcloth', 'bottle cap']","[0.2799999999999999, 0.1, 0.08, 0.04, 0.02]",1.1606246332445995,0.36,0.562,0.36,0.001,0.461,658,101
mixing bowl,11,"['oil filter', 'plate', 'orange', 'bottle cap', 'spiral or coil']","[0.08, 0.04, 0.04, 0.02, 0.02]",0.9128709291752768,0.68,0.262,0.68,0.003,0.471,659,728
mobile home,15,"['oil filter', 'picket fence', 'freight car', 'semi trailer truck', 'barn']","[0.2799999999999999, 0.06, 0.04, 0.04, 0.02]",1.43639044642618,0.3600000000000001,0.621,0.36,0.001,0.49,660,205
ford model t,9,"['radiator', 'oil filter', 'car wheel', 'tractor', 'convertible']","[0.12, 0.1, 0.08, 0.06, 0.04]",-3.679904200040098e-16,0.52,0.963,0.52,0.001,0.742,661,27
modem,16,"['oil filter', 'mobile phone', 'ipod', 'computer mouse', 'notebook computer']","[0.3399999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",1.4529795352410184,0.1999999999999999,0.769,0.2,0.0,0.485,662,78
monastery,14,"['church', 'oil filter', 'through arch bridge', 'castle', 'palace']","[0.24, 0.24, 0.08, 0.06, 0.06]",0.3864163711863828,0.04,0.25,0.04,0.0,0.145,663,256
monitor,13,"['oil filter', 'desktop computer', 'entertainment center', 'crt monitor', 'filing cabinet']","[0.52, 0.16, 0.06, 0.06, 0.04]",1.3168130215197056,0.0,0.0,0.0,0.0,0.0,664,27
moped,11,"['oil filter', 'disc brake', 'crash helmet', 'vespa', 'mountain bike']","[0.24, 0.1399999999999999, 0.06, 0.06, 0.06]",0.9442193396379164,0.2999999999999999,0.405,0.3,0.001,0.353,665,344
mortar and pestle,16,"['oil filter', 'mixing bowl', 'brass memorial plaque', 'frying pan', 'mitten']","[0.38, 0.06, 0.04, 0.02, 0.02]",1.4580188174086526,0.26,0.812,0.26,0.0,0.536,666,98
graduation cap,16,"['oil filter', 'academic gown', 'diaper', 'messenger bag', 'velvet fabric']","[0.26, 0.1399999999999999, 0.04, 0.04, 0.04]",0.9256073642810176,0.24,0.462,0.24,0.001,0.351,667,416
mosque,4,"['dome', 'oil filter', 'lighthouse', 'church']","[0.2399999999999999, 0.0799999999999999, 0.0199999999999999, 0.0199999999999999]",0.921810699588477,0.6399999999999999,0.889,0.64,0.001,0.764,668,354
mosquito net,9,"['oil filter', 'four poster bed', 'greenhouse', 'measuring cup', 'tent']","[0.22, 0.06, 0.02, 0.02, 0.02]",1.3627927530355546,0.5800000000000001,0.829,0.58,0.001,0.704,669,121
vespa,9,"['moped', 'disc brake', 'crash helmet', 'oil filter', 'rocking chair']","[0.32, 0.06, 0.04, 0.04, 0.04]",1.4819761556523594,0.42,0.583,0.42,0.001,0.501,670,1156
mountain bike,7,"['oil filter', 'crash helmet', 'cannon', 'chain', 'disc brake']","[0.3199999999999999, 0.0799999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.3627927530355544,0.4999999999999999,0.658,0.5,0.001,0.579,671,547
tent,5,"['oil filter', 'canoe', 'can opener', 'lighter', 'sleeping bag']","[0.58, 0.02, 0.02, 0.02, 0.02]",1.5,0.34,0.567,0.34,0.001,0.454,672,3555
computer mouse,17,"['oil filter', 'computer keyboard', 'buckle', 'desktop computer', 'siamese cat']","[0.38, 0.06, 0.04, 0.04, 0.02]",1.467935481997244,0.22,0.141,0.22,0.002,0.18,673,1563
mousetrap,21,"['oil filter', 'hamster', 'computer mouse', 'spiral or coil', 'hook']","[0.22, 0.1399999999999999, 0.12, 0.04, 0.04]",0.3461038289810232,0.1,0.294,0.1,0.0,0.197,674,67
moving van,18,"['semi trailer truck', 'minibus', 'minivan', 'ambulance', 'pickup truck']","[0.2, 0.12, 0.12, 0.1, 0.08]",1.0013237284459204,0.0,0.0,0.0,0.0,0.0,675,12
muzzle,31,"['oil filter', 'french bulldog', 'rottweiler', 'german shepherd dog', 'dingo']","[0.16, 0.06, 0.04, 0.04, 0.04]",1.4035141563500906,0.1,0.294,0.1,0.0,0.197,676,53
metal nail,26,"['oil filter', 'snail', 'mushroom', 'water snake', 'slug']","[0.32, 0.06, 0.06, 0.04, 0.04]",1.4745160342473118,0.0,0.0,0.0,0.001,0.0,677,235
neck brace,20,"['oil filter', 'lipstick', 'scarf', 'miniskirt', 'necklace']","[0.4999999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",1.490771513465002,0.0,0.0,0.0,0.0,0.0,678,6
necklace,4,"['oil filter', 'chain', 'balloon', 'popsicle']","[0.1399999999999999, 0.12, 0.02, 0.02]",0.0483822730797159,0.7,0.252,0.7,0.003,0.476,679,2223
baby pacifier,28,"['oil filter', 'bottle cap', 'soap dispenser', 'swing', 'beaker']","[0.2799999999999999, 0.08, 0.06, 0.06, 0.04]",1.4246292542014547,0.0,0.0,0.0,0.0,0.0,680,75
notebook computer,9,"['oil filter', 'keyboard space bar', 'ballpoint pen', 'cd player', 'computer keyboard']","[0.8, 0.06, 0.02, 0.02, 0.02]",1.4907086987794218,0.0,0.0,0.0,0.001,0.0,681,342
obelisk,11,"['oil filter', 'pole', 'barn', 'lighthouse', 'spiral or coil']","[0.2400000000000001, 0.04, 0.02, 0.02, 0.02]",1.470840052369169,0.5400000000000003,0.818,0.54,0.001,0.679,682,394
oboe,16,"['oil filter', 'flute', 'chain', 'cornet', 'centipede']","[0.2999999999999999, 0.1399999999999999, 0.04, 0.04, 0.02]",1.0088249210546871,0.24,0.545,0.24,0.0,0.392,683,122
ocarina,16,"['oil filter', 'electric guitar', 'drum', 'slug', 'sea lion']","[0.58, 0.06, 0.04, 0.02, 0.02]",1.482920779271419,0.06,0.3,0.06,0.0,0.18,684,130
odometer,1,['digital clock'],[0.04],0.0,0.96,0.774,0.96,0.001,0.867,685,409
oil filter,19,"['screw', 'bottle cap', 'lens cap', 'car wheel', 'coffee mug']","[0.1, 0.06, 0.06, 0.04, 0.04]",0.9128709291752772,0.38,0.002,0.38,0.154,0.191,686,5
pipe organ,8,"['oil filter', 'lighter', 'brass memorial plaque', 'spiral or coil', 'miniskirt']","[0.1, 0.04, 0.02, 0.02, 0.02]",1.290994448735805,0.74,0.902,0.74,0.001,0.821,687,394
oscilloscope,6,"['oil filter', 'digital clock', 'hand held computer', 'slip on shoe', 'manhole cover']","[0.08, 0.02, 0.02, 0.02, 0.02]",1.5000000000000002,0.8200000000000001,0.837,0.82,0.001,0.828,688,159
overskirt,19,"['oil filter', 'gown', 'hair wig', 'cloak', 'hoop skirt']","[0.3600000000000001, 0.1, 0.1, 0.04, 0.04]",1.3129607454460075,0.02,0.125,0.02,0.0,0.072,689,140
bullock cart,11,"['ox', 'water buffalo', 'oil filter', 'tractor', 'centipede']","[0.2, 0.04, 0.04, 0.04, 0.02]",1.4472473207919645,0.54,0.711,0.54,0.001,0.626,690,128
oxygen mask,20,"['oil filter', 'gas mask or respirator', 'crash helmet', 'lipstick', 'basset hound']","[0.26, 0.22, 0.04, 0.04, 0.02]",0.4387438934899368,0.12,0.15,0.12,0.001,0.135,691,402
product packet  packaging,23,"['oil filter', 'plastic bag', 'menu', 'envelope', 'rock crab']","[0.38, 0.12, 0.08, 0.04, 0.02]",1.2525954703702769,0.0,0.0,0.0,0.0,0.0,692,0
paddle,6,"['oil filter', 'baluster  handrail', 'swimming cap', 'canoe', 'fishing casting reel']","[0.4, 0.02, 0.02, 0.02, 0.02]",1.5000000000000004,0.5,0.397,0.5,0.001,0.448,693,2493
paddle wheel,6,"['oil filter', 'balance beam', 'ram adult male sheep', 'harp', 'lighter']","[0.1999999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.4565472846013434,0.6799999999999999,0.872,0.68,0.001,0.776,694,115
padlock,10,"['oil filter', 'chain', 'brass memorial plaque', 'saharan horned viper', 'computer keyboard']","[0.1399999999999999, 0.1, 0.08, 0.02, 0.02]",0.1097086537308678,0.54,0.519,0.54,0.001,0.53,695,434
paintbrush,17,"['oil filter', 'brass memorial plaque', 'lighter', 'ballpoint pen', 'broom']","[0.2999999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",1.474516034247312,0.3399999999999999,0.68,0.34,0.001,0.51,696,151
pajamas,10,"['oil filter', 'sock', 'pillow', 'handkerchief', 'poke bonnet']","[0.26, 0.1, 0.06, 0.04, 0.02]",1.1724019249777442,0.42,0.583,0.42,0.001,0.501,697,254
palace,12,"['oil filter', 'castle', 'church', 'pole', 'through arch bridge']","[0.18, 0.1, 0.04, 0.04, 0.04]",0.9736654935686992,0.4599999999999999,0.561,0.46,0.001,0.511,698,508
pan flute,22,"['oil filter', 'accordion', 'high speed train', 'marimba', 'pencil case']","[0.26, 0.04, 0.04, 0.04, 0.04]",1.5000000000000002,0.22,0.917,0.22,0.0,0.568,699,36
paper towel,22,"['oil filter', 'toilet paper', 'diaper', 'tabby cat', 'pillow']","[0.22, 0.16, 0.06, 0.04, 0.04]",0.5769918136196585,0.1399999999999999,0.636,0.14,0.0,0.388,700,234
parachute,5,"['oil filter', 'missile.1', 'kite bird of prey', 'balloon', 'pole']","[0.1, 0.04, 0.02, 0.02, 0.02]",1.290994448735805,0.8000000000000002,0.769,0.8,0.001,0.784,701,1777
parallel bars,22,"['oil filter', 'gymnastic horizontal bar', 'balance beam', 'barbell', 'volleyball']","[0.2799999999999999, 0.1399999999999999, 0.04, 0.04, 0.04]",0.9958592325451178,0.1,0.714,0.1,0.0,0.407,702,28
park bench,11,"['oil filter', 'chameleon', 'ladybug', 'acoustic guitar', 'military hat bearskin or shako']","[0.3199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.4999999999999996,0.4799999999999999,0.49,0.48,0.001,0.485,703,3611
parking meter,13,"['oil filter', 'car wheel', 'polar bear', 'brass memorial plaque', 'taxicab']","[0.08, 0.06, 0.02, 0.02, 0.02]",0.5929270612815718,0.64,0.821,0.64,0.001,0.73,704,234
railroad car,15,"['electric locomotive', 'oil filter', 'minibus', 'steam locomotive', 'radiator grille']","[0.2, 0.2, 0.06, 0.06, 0.04]",0.3761414690878742,0.22,0.458,0.22,0.0,0.339,705,2148
patio,11,"['oil filter', 'plant pot', 'park bench', 'baluster  handrail', 'couch']","[0.38, 0.12, 0.08, 0.04, 0.04]",1.3078377544695656,0.22,0.524,0.22,0.0,0.372,706,701
payphone,8,"['rotary dial telephone', 'oil filter', 'automated teller machine', 'analog clock', 'gas pump']","[0.2, 0.08, 0.04, 0.02, 0.02]",1.15243891442068,0.5800000000000001,0.784,0.58,0.001,0.682,707,362
pedestal,13,"['oil filter', 'fountain', 'through arch bridge', 'bell tower', 'bell or wind chime']","[0.4, 0.04, 0.04, 0.02, 0.02]",1.486371106009906,0.32,0.5,0.32,0.001,0.41,708,399
pencil case,16,"['oil filter', 'purse', 'baby bib', 'sock', 'goldfish']","[0.2799999999999999, 0.06, 0.04, 0.04, 0.02]",1.43639044642618,0.34,0.347,0.34,0.001,0.344,709,159
pencil sharpener,25,"['oil filter', 'ballpoint pen', 'buckle', 'coffee mug', 'eraser']","[0.4, 0.04, 0.04, 0.04, 0.04]",1.5000000000000002,0.04,1.0,0.04,0.0,0.52,710,23
perfume,13,"['oil filter', 'cardboard box  carton', 'brass memorial plaque', 'face powder', 'lipstick']","[0.2999999999999999, 0.06, 0.02, 0.02, 0.02]",1.428626733433828,0.42,0.447,0.42,0.001,0.434,711,247
petri dish,17,"['oil filter', 'plate', 'mixing bowl', 'wall clock', 'eggnog']","[0.24, 0.12, 0.04, 0.04, 0.04]",1.0269996056981547,0.2799999999999999,0.636,0.28,0.0,0.458,712,138
photocopier,9,"['printer', 'oil filter', 'filing cabinet', 'cardboard box  carton', 'oscilloscope']","[0.38, 0.08, 0.06, 0.04, 0.04]",1.452831644403062,0.2999999999999999,0.682,0.3,0.0,0.491,713,142
plectrum,17,"['oil filter', 'acoustic guitar', 'bottle cap', 'brass memorial plaque', 'chain']","[0.2399999999999999, 0.1199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.9256073642810168,0.3399999999999999,0.708,0.34,0.0,0.524,714,152
pickelhaube,10,"['military uniform', 'oil filter', 'trench coat', 'breastplate', 'red admiral butterfly']","[0.26, 0.22, 0.18, 0.08, 0.06]",-0.1214974364311364,0.1,0.556,0.1,0.0,0.328,715,69
picket fence,6,"['oil filter', 'asian elephant', 'cardboard box  carton', 'shopping cart', 'traffic or street sign']","[0.1399999999999999, 0.02, 0.02, 0.02, 0.02]",1.4999999999999996,0.7600000000000001,0.679,0.76,0.001,0.72,716,463
pickup truck,11,"['radiator', 'radiator grille', 'jeep', 'ram adult male sheep', 'miniskirt']","[0.1, 0.06, 0.06, 0.04, 0.04]",0.9128709291752772,0.5599999999999999,0.412,0.56,0.001,0.486,717,554
pier,10,"['oil filter', 'suspension bridge', 'viaduct', 'balance beam', 'baluster  handrail']","[0.3600000000000001, 0.3600000000000001, 0.06, 0.04, 0.04]",0.4014385180253194,0.04,0.25,0.04,0.0,0.145,718,538
piggy bank,8,"['oil filter', 'pig', 'granny smith apple', 'dragonfly', 'hippopotamus']","[0.26, 0.06, 0.04, 0.02, 0.02]",1.404136155909811,0.54,0.628,0.54,0.001,0.584,719,188
pill bottle,16,"['oil filter', 'bottle cap', 'coffee mug', 'beer glass', 'brass memorial plaque']","[0.1999999999999999, 0.0999999999999999, 0.0799999999999999, 0.0399999999999999, 0.0199999999999999]",0.7946382935984535,0.3399999999999999,0.333,0.34,0.001,0.336,720,257
pillow,12,"['oil filter', 'messenger bag', 'quilt', 'baby bib', 'bottle cap']","[0.24, 0.06, 0.04, 0.02, 0.02]",1.3856295943127042,0.48,0.162,0.48,0.003,0.321,721,1205
ping pong ball,11,"['oil filter', 'orange', 'bottle cap', 'golf ball', 'mixing bowl']","[0.18, 0.06, 0.02, 0.02, 0.02]",1.2909944487358054,0.58,0.879,0.58,0.001,0.73,722,609
pinwheel,11,"['oil filter', 'balloon', 'pencil case', 'sock', 'goldfish']","[0.36, 0.04, 0.04, 0.04, 0.02]",1.4864782779991357,0.38,0.731,0.38,0.001,0.556,723,122
pirate ship,9,"['oil filter', 'schooner', 'sailboat', 'carousel', 'construction crane']","[0.2, 0.1399999999999999, 0.1, 0.02, 0.02]",0.1958334965112207,0.44,0.786,0.44,0.001,0.613,724,243
drink pitcher,15,"['oil filter', 'whiskey jug', 'teapot', 'coffee mug', 'bathtub']","[0.36, 0.16, 0.12, 0.04, 0.02]",0.8869384085079203,0.1,0.2,0.1,0.001,0.15,725,322
block plane,22,"['oil filter', 'filing cabinet', 'sandal', 'hammer', 'ruler measuring stick']","[0.1999999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",1.4191014536126727,0.2399999999999999,0.8,0.24,0.0,0.52,726,20
planetarium,17,"['dome', 'oil filter', 'airliner', 'baluster  handrail', 'high speed train']","[0.32, 0.2799999999999999, 0.02, 0.02, 0.02]",0.4339450190961368,0.1,0.714,0.1,0.0,0.407,727,46
plastic bag,21,"['oil filter', 'pillow', 'lorikeet', 'tabby cat', 'siamese cat']","[0.38, 0.06, 0.02, 0.02, 0.02]",1.456547284601344,0.18,0.155,0.18,0.001,0.167,728,650
plate rack,20,"['oil filter', 'sink', 'plate', 'mixing bowl', 'shopping basket']","[0.38, 0.06, 0.06, 0.04, 0.04]",1.4828885032728043,0.12,0.4,0.12,0.0,0.26,729,61
farm plow,20,"['oil filter', 'cannon', 'ox', 'wheelbarrow', 'tractor']","[0.1599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.4035141563500917,0.36,0.621,0.36,0.001,0.49,730,247
